Name;IATA;ICAO;Callsign;Country
Spurwing Airlines;;PUR;SPURWING;South Africa
SriLankan Airlines;UL;ALK;SRILANKAN;Sri Lanka
Sriwijaya Air;SJ;SJY;SRIWIJAYA;Indonesia
St. Andrews Airways;;SDA;SAINT ANDREWS;Canada
St. Vincent Grenadines Air (1990);;SVD;GRENADINES;Saint Vincent and the Grenadines
Stabo Air;;SBO;STABAIR;Zambia
Stabo Freight;;SOB;STABO;Zambia
STAC Swiss Government Flights;;SGF;STAC;Switzerland
Stadium City Limited;;STC;STADIUM;United Kingdom
STA-MALI;;SBA;STA-MALI;Mali
Stapleford Flight Centre;;STL;STAPLEFORD;United Kingdom
Star African Air;;STU;STARSOM;Somali Republic
Star Air;;STQ;STERA;Indonesia
Star Air;;SIM;;Sierra Leone
Star Air;;SRR;WHITESTAR;Denmark
Star Air;;URJ;STARAV;Pakistan
Star Air;S6;;;Denmark
Star Aviation;;STA;STAR;United Kingdom
Star Equatorial Airlines;2S;;;Guinea
Star Flyer;7G;SFJ;STARFLYER;Japan
Star Peru (2I);2I;\N;;Peru
Star Service International;;SSD;STAR SERVICE;France
Star Up;;SRU;STAR-UP;Peru
Star West Aviation;;SUU;SUNSTAR;United States
Star Work Sky;;SWP;STAR WORK;Italy
Star XL German Airlines;;GXL;STARDUST;Germany
Star1 Airlines;V9;HCW;;Lithuania
Starair;;BLY;BLARNEY;Ireland
Starbow Airlines;S9;\N;;Ghana
Starfly;;SLF;ELISTARFLY;Italy
Starline.kz;DZ;\N;ALUNK;Kazakhstan
Starling Airlines Spain;SX;STS;STARLING;Spain
Starlite Aviation;;TRL;STARSTREAM;South Africa
Stars Away Aviation;;STX;STARSAWAY;South Africa
Starship;;HIP;STARSA;Mexico
Starspeed;;SSP;STARSPEED;United Kingdom
State Air Company Berkut;;BEC;;Kazakhstan
State Flight Academy of Ukraine;;UFA;FLIGHT ACADEMY;Ukraine
State of Nebraska;;NEB;NEBRASKA;United States
State Unitary Air Enterprise;;SUM;SUMES;Russia
Stateswest Airlines;;SWJ;STATES;United States
Status-Alpha Airline;;STB;STATUS-ALPHA;Ukraine
Steinman Aviation;;SBB;SABER EXPRESS;United States
Stella Aviation;;SLV;AVISTELLA;Mauritania
Stephenville Aviation Services;;XSN;;Canada
Sterling Airlines;NB;SNB;STERLING;Denmark
Sterling Helicopters;;SVH;SILVER;United Kingdom
Stewart Aviation Services;;YBE;YELLOW BIRD;United States
Stichting Vliegschool 16Hoven;;VGS;SMART;Netherlands
STP Airways;8F;STP;SAOTOME AIRWAYS;Sao Tome and Principe
Strategic Airlines;VC;\N;;Australia
Strato Air Services;;SRZ;STRATO;South Africa
Streamline;;SLE;SLIPSTREAM;South Africa
Streamline Aviation;;SSW;STREAMLINE;United Kingdom
Streamline Ops;;STO;SLOPS;Russia
Stuttgarter Flugdienst;;FFD;FIRST FLIGHT;Germany
Styrian Airways;;STY;STYRIAN;Austria
Suburban Air Freight;;SUB;SUB AIR;United States
Suckling Airways;CB;\N;;United Kingdom
Sud Airlines;;SDU;SUD LINES;France
Sudan Airways;SD;SUD;SUDANAIR;Sudan
Sudan Pezetel for Aviation;;SDZ;SUDANA;Sudan
Sudanese States Aviation;;SNV;SUDANESE;Sudan
Sukhoi Design Bureau Company;;SDB;SU-CRAFT;Russia
Summit Airlines;;SMM;SUMMIT-AIR;United States
Sun Air;;SUR;;Egypt
Sun Air (Fiji);PI;SUF;SUNFLOWER;Fiji
Sun Air Aviation Services;;SNX;SUNEX;Canada
Sun Air of Scandinavia;EZ;SUS;SUNSCAN;Denmark
Sun Country Airlines;SY;SCX;SUN COUNTRY;United States
Sun D'Or;7L;ERO;ECHO ROMEO;Israel
Sun Freight Logistics;;SFG;AERO GULF;Thailand
Sun Light;;SUH;LIGHT AIR;Kyrgyzstan
Sun Pacific International;;SNP;SUN PACIFIC;United States
Sun Quest Executive Air Charter;;SNQ;EXECU-QUEST;United States
Sun West Airlines;;SNW;SUN WEST;United States
Sunair 2001;;SJE;SUNBIZ;South Africa
Sunbird Airlines;;CDL;CAROLINA;United States
Suncoast Aviation;;SNT;SUNCOAST;United States
Sundance Air;;SUV;DANCEAIR;Venezuela
Sundance Air;;BNC;BARNACLE AIR;United States
Sundorph Aeronautical Corporation;;SDF;SUNDORPH;United States
Sundt Air;;MDT;MIDNIGHT;Norway
SunExpress;XQ;SXS;SUNEXPRESS;Turkey
Sunline Express;;JAM;SUNTRACK;Kenya
Sunrise Airlines;;SDC;SUNDANCE;United States
Sunrise Airways;;KSZ;;Haiti
Sunset Aviation;;VXN;VIXEN;United States
Sunshine Air Tours;;SON;SUNSHINE TOURS;United States
Sunshine Express Airlines;CQ;EXL;;Australia
Sunstate Airlines;;SSQ;SUNSTATE;Australia
Sunu Air;;SUG;SUNU AIR;Senegal
Sunwest Airlines;;SST;SUNFLIGHT;Canada
Sunwest Aviation (Lindquist Investment);;SWS;SUNNY WEST;United States
Sunwest Home Aviation;;CNK;CHINOOK;Canada
Sunwing;WG;\N;sunwing;Canada
Sunwing Airlines;WG;SWG;SUNWING;Canada
Sunworld Airlines;;SWI;SUNWORLD;United States
Super Luza;;SLZ;LUZA;Angola
Superior Aviation;SO;HKA;SPEND AIR;United States
Superior Aviation Services;;SUK;SKYCARGO;Kenya
SUR Lineas Aereas;;SZZ;;Argentina
Surinam Airways;PY;SLM;SURINAM;Suriname
Surninam International Victory Airline;;SWO;SIVA;Suriname
Survey Udara (Penas);;PNS;PENAS;Indonesia
Sutra;1K;;;United States
Svenska Direktflyg;;HSV;HIGHSWEDE;Sweden
SVG Air;;SVG;Grenadines;Saint Vincent and the Grenadines
Svyaz Rossiya;7R;SJM;RussianConnecty;Russia
Swazi Express Airways;;SWX;SWAZI EXPRESS;Swaziland
Swaziland Airlink;;SZL;SWAZILINK;Swaziland
Swe Fly;WV;SWV;FLYING SWEDE;Sweden
Swedeways;;SWE;SWEDELINE;Sweden
Swedish Airlines;;CFL;SWEDISH;Sweden
Swedish Armed Forces;;SVF;SWEDEFORCE;Sweden
Swedish Civil Aviation Administration;;CBN;CALIBRATION;Sweden
SwedJet Airways;VD;BBB;BLACKBIRD;Sweden
Swedline Express;SM;SRL;Starline;Sweden
Swift Air (Interstate Equipment Leasing);;SWQ;SWIFTFLIGHT;United States
Swift Copters;;WFC;SWIFTCOPTERS;Switzerland
Swiftair;;SWT;SWIFT;Spain
Swiss Air Force;;SUI;SWISS AIR FORCE;Switzerland
Swiss Air-Ambulance;;SAZ;SWISS AMBULANCE;Switzerland
Swiss Eagle;;EAB;SWISS EAGLE;Switzerland
Swiss European Air Lines;;SWU;EUROSWISS;Switzerland
Swiss International Air Lines;LX;SWR;SWISS;Switzerland
Swiss Jet;;SJT;SWISS JET;Switzerland
Swissair;SR;SWR;Swissair;Switzerland
Swissboogie Parapro;;SWB;SWISSBOOGIE;Switzerland
Switfair Cargo;;SCL;SWIFTAIR;Canada
Syncrude Canada;;SYN;SYNCRUDE;Canada
Synergy Aviation;;SYG;SYNERGY;United Kingdom
Syrian Arab Airlines;RB;SYR;SYRIANAIR;Syrian Arab Republic
Syrian Pearl Airlines;;PSB;;Syria
Systec 2000;;SYC;SYSTEC;United States
T.A.T;IJ;\N;;France
T.J. Air;TJ;TJA;T.J. Air;United States
TAAG Angola Airlines;DT;DTA;DTA;Angola
TA-Air Airline;;IRF;TA-AIR;Iran
TAB Express International;;TBI;TAB INTERNATIONAL;United States
Taban Air Lines;;TBM;TABAN AIR;Iran
TACA De Honduras;;THO;LEMPIRA;Honduras
TACA Peru;T0;\N;TACA PERU;Peru
TACV;VR;TCV;CABOVERDE;Portugal
Tadair;;TDC;TADAIR;Spain
TAES Transportes Aereos de El Salvador;;TES;TAES;El Salvador
TAF Helicopters;;HET;HELITAF;Spain
TAF-Linhas Aereas;;TSD;TAFI;Brazil
Taftan Airlines;;SBT;TAFTAN;Iran
TAG Aviation;;FPG;TAG AVIATION;Switzerland
TAG Aviation Espana;;TGM;TAG ESPANA;Spain
Tag Aviation UK;;VIP;SOVEREIGN;United Kingdom
TAG Aviation USA;;TAG;TAG U-S;United States
TAG Farnborough Airport;;FBO;;United Kingdom
Taino Tours;;TIN;TAINO;Dominican Republic
Tair Airways;;TFB;ROYAL TEE-AIR;Philippines
Tajik Air;7J;\N;;Tajikistan
Tajikair;;TJK;TAJIKAIR;Tajikistan
Tajikistan International Airlines;;TIL;TIL;Tajikistan
Tajikstan;;TZK;TAJIKSTAN;Tajikistan
Take Air Line;;TKE;ISLAND BIRD;France
Tal Air Charters;;JEL;JETEL;Canada
Talair;;TAL;TALAIR;Papua New Guinea
Talon Air;;TFF;TALON FLIGHT;United States
TAM;;TML;TAM AIRLINE;Madagascar
TAM Brazilian Airlines;JJ;TAM;TAM;Brazil
TAM Mercosur;PZ;LAP;PARAGUAYA;Paraguay
TAME;EQ;TAE;TAME;Ecuador
Tamir Airways;;TMI;TAMIRWAYS;Israel
TAMPA;QT;TPA;TAMPA;Colombia
TAN;T8;\N;;Argentina
Tanana Air Services;;TNR;TAN AIR;United States
Tandem Aero;TQ;TDM;TANDEM;Moldova
Tango Bravo;;HTO;HELI TANGO;France
TAN-SAHSA;SH;\N;Sierra Hotel;Honduras
TAP Portugal;TP;TAP;AIR PORTUGAL;Portugal
TAPC Aviatrans Aircompany;;UTM;AVIATAPS;Uzbekistan
TAPSA Transportes Aereos Petroleros;;TPS;TAPSA;Argentina
Taquan Air Services;;TQN;TAQUAN;United States
Tar Heel Aviation;;THC;TARHEEL;United States
TAR Interpilot;;TPL;INTERPILOT;Mauritania
Tara Air Line;;IRR;TARAIR;Iran
Tarhan Tower Airlines;;TTH;;Turkey
Tarom;RO;ROT;TAROM;Romania
Tas Aviation;;RMS;TASS AIR;United States
Tashkent Aircraft Production Corporation;;CTP;CORTAS;Uzbekistan
Tassili Airlines;SF;DTH;TASSILI AIR;Algeria
Tatarstan Airlines;U9;TAK;TATARSTAN;Russia
Taunus Air Gmbh;;TAQ;Taunusair;Germany
Tauranga Aer Club;;PGS;;New Zealand
Tavrey Airlines;T6;TVR;TAVREY;Ukraine
Taxi Aereo Cozatl;;TXL;TAXI COZATL;Mexico
Taxi Aereo de Mexico;;TXM;TAXIMEX;Mexico
Taxi Aereo Turistico;;TUO;TURISTICO;Mexico
Taxi Aero Del Norte;;XNR;TAXI NORTE;Mexico
Taxi Aero Nacional Del Evora;;TDV;TAXI EVORA;Mexico
Taxi Air Fret;;TRF;TAXI JET;France
Taxi de Veracruz;;VRC;VERACRUZ;Mexico
Taxirey;;TXR;TAXIREY;Mexico
Taxis Aereos De Parral;;TPR;TAXIS PARRAL;Mexico
Taxis Aereos de Sinaloa;;TXO;TAXIS SINALOA;Mexico
Taxis Aereos del Noroeste;;TNE;TAXINOROESTE;Mexico
Taxis Aereos del Pacifico;;TPF;TAXIPACIFICO;Mexico
Taxis Turisticos Marakame;;TMH;TAXIMARAKAME;Mexico
Tayflite;;TYF;TAYFLITE;United Kingdom
Tayside Aviation;;TFY;TAYSIDE;United Kingdom
Tbilaviamsheni;;VNZ;TBILAVIA;Georgia
Tbilisi Aviation University;;RRY;AIRFERRY;Georgia
Tchad Airlines;;TCD;TCHADLINES;Chad
TDA Toa Domestic Airlines;;TDA;Toa Domes;Japan
TEA Switzerland;;4SW;;Switzerland
TEAM Transportes Aereos;;TIM;TEAM BRASIL;Brazil
Teamline Air;L9;TLW;Teamline;Austria
Tech-Mont Helicopter Company;;TEM;TECHMONT;Slovakia
Tecnicas Fotograficas;;TEF;TECFOTO;Spain
Teebah Airlines;;TBN;TEEBAH;Sierra Leone
Tehran Airline;;THR;TEHRAN AIR;Iran
Teledyne Continental Motors;;TCM;TELEDYNE;United States
Telesis Transair;;TLX;TELESIS;United States
Telford Aviation;;TEL;TELFORD;United States
Tellavia / Flight One;;TDE;TELLURIDE;United States
Telnic Limited;;DOT;DOT TEL;United Kingdom
Tempelhof Airways;;TEH;TEMPELHOF;United States
Temsco Helicopters;;TMS;TEMSCO;United States
Tengeriyn Ulaach Shine;;TNL;SKY HORSE;Mongolia
Tenir Airlines;;TEB;TENIR AIR;Kyrgyzstan
Tennessee Air National Guard 164th Airlift Group;;TNG;;United States
Tennessee Airways;;TEN;TENNESSEE;United States
Tepavia-Trans Airlines;;TET;TEPAVIA;Moldova
Territorial Airlines;;TER;TERRI-AIRE;United States
Tesis;;TIS;TESIS;Russia
Tex Star Air Freight;;TXZ;TEX STAR;United States
Texair Charter;;TXA;OKAY AIR;United States
Texas Air Charters;;TXT;TEXAS CHARTER;United States
Texas Airlines;;TXS;TEXAIR;United States
Texas Airways;;CWT;TEXAS AIRWAYS;United States
Texas National Airlines;;TXN;TEXAS NATIONAL;United States
Texas Spirit;XS;TXP;;United States
Texas Wings;TQ;TXW;TXW;United States
Tez Jet Airlines;;TEZ;;Kyrgyzstan
TG Aviation;;TGC;THANET;United Kingdom
Thai Air Cargo;T2;TCG;THAI CARGO;Thailand
Thai AirAsia;FD;AIQ;THAI ASIA;Thailand
Thai Airways International;TG;THA;THAI;Thailand
Thai Aviation Services;;TSL;THAI AVIATION;Thailand
Thai Flying Helicopter Service;;TFH;THAI HELICOPTER;Thailand
Thai Flying Service;;TFT;THAI FLYING;Thailand
Thai Global Airline;;THG;THAI GLOBAL;Thailand
Thai Jet Intergroup;;THJ;THAI JET;Thailand
Thai Lion Air;SL;\N;;Thailand
Thai Pacific Airlines Business;;TPV;THAI PACIFIC;Thailand
Thai Sky Airlines;9I;TKY;THAI SKY;Thailand
Thai Smile Airways;WE;\N;THAI SMILE;Thailand
Thai Star Airlines;T9;TSX;THAI STAR;Thailand
Thai Vietjet Air;;TVJ;THAIVIET JET;Thailand
Thalys;2H;;;Belgium
The 955 Preservation Group;;GFN;GRIFFON;United Kingdom
The Amiri Flight;;BAH;BAHRAIN;Bahrain
The Army Aviation Heritage Foundation;;LEG;LEGACY;United States
The Lancair Company;;LCC;LANCAIR;United States
Thomas Cook Airlines;MT;TCX;KESTREL;United Kingdom
Thomas Cook Airlines;FQ;TCW;THOMAS COOK;Belgium
Thomsonfly;BY;TOM;TOMSON;United Kingdom
THREE;H3;T33;;China
Thryluthjonustan;;IHS;;Iceland
Thunder Airlines;;THU;AIR THUNDER;Canada
Thunderbird Tours;;TBD;ORCA;Canada
Thyssen Krupp AG;;BLI;BLUELINE;Germany
Tianjin Airlines;;GCR;;China
Tiara Air;3P;TNM;TIARA;Aruba
Tic Air;;TIK;TICAIR;Australia
Tien-Shan;;TJN;NERON;Kazakhstan
Tiger Airways;TR;TGW;GO CAT;Singapore
Tiger Airways Australia;TT;TGW;GO CAT;Australia
Tigerfly;;MOH;MOTH;United Kingdom
Tikal Jets Airlines;;TKC;TIKAL;Guatemala
Timberline Air;;TMR;TIMBER;Canada
Time Air;;TIE;TIME AIR;Czech Republic
Tiphook PLC;;BOX;BOX;United Kingdom
Tiramavia;;TVI;TIRAMAVIA;Moldova
Titan Airways;ZT;AWC;ZAP;United Kingdom
TLC Air;;TLS;TEALSY;United States
TMC Airlines;;TMM;WILLOW RUN;United States
TNT Airways;3V;TAY;QUALITY;Belgium
TNT International Aviation;;NTR;NITRO;United Kingdom
Tobago Express;;TBX;TABEX;Trinidad and Tobago
Tobruk Air;7T;TOB;TOBRUK AIR;Libya
TOJ Airlines;;TOJ;TOJ AIRLINE;Tajikistan
Tol-Air Services;TI;TOL;TOL AIR;United States
Tom\\'s & co airliners;&T;T&O;T&;France
Tomahawk Airways;;TMK;TOMAHAWK;United States
Tomp Airlines;ZT;T9P;;Chile
Tomsk-Avia;;TKS;;Russia
Top Air;;TOP;AIR TOP;Turkey
Top Flight Air Service;;CHE;CHECK AIR;United States
Top Sky International;;LKW;TOPINTER;Indonesia
Top Speed;;TPD;TOP SPEED;Austria
Top-Fly;;TLY;TOPFLY;Spain
Toronto Airways;;TOR;TORONTAIR;Canada
Total Linhas Aereas;;TTL;TOTAL;Brazil
Totavia;;TOT;;Canada
Toumai Air Tchad;;THE;TOUMAI AIR;Chad
Touraine Helicoptere;;THF;TOURAINE HELICO;France
Tower Air;FF;TOW;TEE AIR;United States
Toyota Canada;;TOY;TOYOTA;Canada
Trabajos Aereos;;TGE;TASA;Spain
Trabajos Aereos Murcianos;;AIM;PIJO;Spain
Trabajos Aereos Vascongados;;TVH;TRAVASA;Spain
Trade Air;;TDR;TRADEAIR;Croatia
Tradewind Aviation;;GPD;GOODSPEED;United States
Tradewinds Airlines;;TDX;TRADEWINDS EXPRESS;United States
Tradewinds Aviation;;TWL;TRADEWINDS CANADA;Canada
Trading Air Cargo;;JCH;TRADING CARGO;Mauritania
TRADO;;TDO;TRADO;Dominican Republic
TRAGSA (Medios Aereos);;TRG;;Spain
Trail Lake Flying Service;;HBA;HARBOR AIR;United States
TRAM;;TMQ;TRAM AIR;Mauritania
Tramm Airlines;9F;TLM;9F;Netherlands Antilles
Tramon Air;;TMX;TRAMON;South Africa
Tramson Limited;;TRR;TRAMSON;Sudan
Tranporte Aereo Dominicano;;TAD;TRANS DOMINICAN;Dominican Republic
Tranporte Amazonair;;TMZ;TRANS AMAZON;Venezuela
Trans Air;;MUI;MAUI;United States
Trans Air Charter;;TRC;TRACKER;United States
Trans Air Welwitchia;;TWW;WELWITCHIA;Angola
Trans Air-Benin;;TNB;TRANS-BENIN;Benin
Trans Am Compania;;RTM;AERO TRANSAM;Ecuador
Trans America;;CLR;CLINTON AIRWAYS;United States
Trans America Airlines;;TVA;TRANS-AMERICA;United States
Trans American Airlines (Trans Am);;TPU;TRANS PERU;Peru
Trans Arabian Air Transport;;TRT;TRANS ARABIAN;Sudan
Trans Asian Airlines;;SRT;TRASER;Kazakhstan
Trans Atlantic Airlines;;TLL;ATLANTIC LEONE;Sierra Leone
Trans Atlantis;;LTA;LANTRA;Canada
Trans Continental Airlines;;TCN;TRANSCON;United States
Trans Continental Airlines;;TCC;TRANSCAL;Sudan
Trans Euro Air;;TRJ;HIGH TIDE;United Kingdom
Trans Guyana Airways;;TGY;TRANS GUYANA;Guyana
Trans Helicoptere Service;;THZ;LYON HELIJET;France
Trans International Airlines;;TIA;TRANS INTERNATIONAL;United States
Trans International Express Aviation;;BAP;BIG APPLE;United States
Trans Island Air;;TRD;TRANS ISLAND;Barbados
Trans Jet Airways;;SWL;TRANSJET;Sweden
Trans Maldivian Airways;M8;TMW;;Maldives
Trans Mediterranean Airlines;TL;TMA;TANGO LIMA;Lebanon
Trans Midwest Airlines;;TMT;TRANS MIDWEST;United States
Trans Nation Airways;;TNW;TRANS-NATION;Ethiopia
Trans North Turbo Air;;TNT;TRANS NORTH;Canada
Trans Pas Air;T6;TP6;;United States
Trans Reco;;REC;TRANS-RECO;Mauritania
Trans Sahara Air;;SBJ;TRANS SAHARA;Nigeria
Trans Sayegh Airport Services;;TSM;;Lebanon
Trans Service Airlift;;TSR;TRANS SERVICE;Democratic Republic of Congo
Trans States Airlines;AX;LOF;WATERSKI;United States
Trans World Airlines;TW;TWA;TWA;United States
Trans World Express;;RBD;RED BIRD;United States
Transaero Airlines;UN;TSO;TRANSOVIET;Russia
Transafricaine;;TNF;TRANSFAS;Burkina Faso
Transafrik International;;TFK;;Sao Tome and Principe
Transair;;TTZ;;Canada
Transair France;;TSA;AIRTRAF;France
Transair Gabon];;TGX;TRANSGABON;Gabon
Transair International Linhas Aereas;;TNI;TRANSINTER;United States
Trans-Air Services;;TSN;AIR TRANS;Nigeria
Trans-Air-Congo;;TSG;TRANS-CONGO;Republic of the Congo
Transair-Gyraintiee;;KTS;KOTAIR;Russia
Trans-Air-Link;;GJB;SKY TRUCK;United States
Transairways;;TWM;;Mozambique
Transarabian Transportation Services;;UTT;ARABIAN TRANSPORT;Uganda
TransAsia Airways;GE;TNA;TransAsia;Taiwan
Transaustralian Air Express;;AUC;AUSCARGO;Australia
Transaven;;VEN;TRANSAVEN AIRLINE;Venezuela
Transavia Denmark;;TDK;;Denmark
Transavia France;TO;TVF;FRENCH SUN;France
Transavia Holland;HV;TRA;TRANSAVIA;Netherlands
Transaviabaltika;;KTB;TRANSBALTIKA;Lithuania
Transaviaexport;AL;TXC;TRANSEXPORT;Belarus
Transaviaservice;;FNV;TRANSAVIASERVICE;Georgia
Transavio;;TVO;TRANS-BALLERIO;Italy
Transbrasil;;TBA;TRANSBRASIL;Brazil
TransBrasil Airlines;TH;THS;;Brazil
Transcarga Intl Airways;;TIW;TIACA;Venezuela
Trans-Colorado Airlines;;TCE;TRANS-COLORADO;United States
Transcontinental Air;;TCH;TRANS GULF;Bahrain
Transcontinental Airlines;;KRA;REGATA;Kazakhstan
Transcontinental Sur;;TCT;TRANS-CONT;Uruguay
Transcorp Airways;;TCP;TRANSCORP;United Kingdom
Transeuropean Airlines;UE;TEP;TRANSEURLINE;Russia
Trans-Florida Airlines;;TFA;TRANS FLORIDA;United States
Transglobal Airways Corporation;;TCU;TRANSGLOBAL;Philippines
TransHolding;TI;THI;;Brazil
TransHolding System;YO;TYS;;Brazil
Transilvania;;TNS;;Romania
Transilvania Express;;TXE;TRANSAIR EXPRESS;Romania
Trans-Kiev;;KCA;TRANS-KIEV;Ukraine
Translift Airways;;TLA;TRANSLIFT;Ireland
Transmed Airlines;;TMD;;Egypt
TransMeridian Airlines;T9;TRZ;TRANS-MERIDIAN;United States
Transmile Air Services;TH;TSE;TRANSMILE;Malaysia
Transnorthern;;TNV;TRANSNORTHERN;United States
TransNusa Air;M8;TNU;TRANSNUSA;Indonesia
Transpac Express;;TPP;TRANS EXPRESS;Australia
Trans-Pacific Orient Airways;;PCW;PACIFIC ORIENT;Philippines
Transpais Aereo;;TPM;TRANSPAIS;Mexico
Transped Aviation;;TNP;TRANSPED;Austria
Transport Aérien Transrégional;IJ;\N;;France
Transport Aerien de Mauritanie;;TRM;SOTRANS;Mauritania
Transport Africa;;TLF;TRANS-LEONE;Sierra Leone
Transport Canada;;TGO;TRANSPORT;Canada
Transport Facilitators;;TFI;;United States
Transportacion Aerea De Queretaro;;TQR;TRANSQUERETARO;Mexico
Transportacion Aerea Del Mar De Cortes;;MCT;TRANS CORTES;Mexico
Transportacion Aerea del Norte;;TPN;AEREA DELNORTE;Mexico
Transportaciones Y Servicios Aereos;;TTR;TRANSPORTACIONES;Mexico
Transport'air;;TSI;TRANSPORTAIR;France
Transporte Aereo Ernesto Saenz;;TZE;TRANSPORTE SAENZ;Mexico
Transporte Aereo Tecnico Ejecutivo;;TTS;TECNICO;Mexico
Transporte Aero MGM;;MGM;AERO EMM-GEE-EMM;Mexico
Transporte del Caribe;;TCB;TRANSCARIBE;Colombia
Transporte Ejecutivo Aereo;;EAR;EJECUTIVO-AEREO;Mexico
Transportes Aéreos Nacionales de Selva;TJ;\N;Aereos Selva;Peru
Transportes Aereo del Sureste;;TPT;TASSA;Mexico
Transportes Aereos Amparo;;MPO;AMPARO;Mexico
Transportes Aereos Bolivianos;;BOL;BOL;Bolivia
Transportes Aereos Cielos Andinos;;NDN;ANDINOS;Peru
Transportes Aereos de Ixtlan;;TDI;TRANSIXTLAN;Mexico
Transportes Aereos De Xalapa;;TPX;TRANSXALAPA;Mexico
Transportes Aereos del Mundo Maya;;TMY;MUNDO MAYA;Mexico
Transportes Aereos del Pacifico;;TFO;TRANSPORTES PACIFICO;Mexico
Transportes Aereos Don Carlos;;DCL;DON CARLOS;Chile
Transportes Aereos I.R. Crusoe;;ROU;ROBINSON CRUSOE;Chile
Transportes Aereos Inter;;TSP;TRANSPO-INTER;Guatemala
Transportes Aereos Mexiquenses;;MXQ;MEXIQUENSES;Mexico
Transportes Aereos Nacionales De Selva Tans;;ELV;AEREOS SELVA;Peru
Transportes Aereos Pegaso;;TPG;TRANSPEGASO;Mexico
Transportes Aereos Regionales;;TGI;TRANSPORTE REGIONAL;Mexico
Transportes Aereos San Rafael;;SRF;SAN RAFEAL;Chile
Transportes Aereos Sierra;;RRT;SIERRA ALTA;Mexico
Transportes Aereos Sierra Madre;;SEI;TRANSPORTE SIERRA;Mexico
Transportes Aereos Tauro;;TAU;TRANSTAURO;Mexico
Transportes La Paz;;TPZ;TRANSPAZ;Mexico
Transports et Travaux A;OF;;;
Trans-Provincial Airlines;;TPY;TRANS PROVINCIAL;Canada
TransRussiaAirlines;1E;RGG;;Russia
Transteco;;TTC;TRANSTECO;Angola
Trans-Ulgii;;UTN;TRANS-ULGII;Mongolia
Transwede Airways;;TWE;TRANSWEDE;Sweden
Transwest Air;9T;ABS;ATHABASKA;Canada
Transwestern Airlines of Utah;;TRW;TRANS-WEST;United States
Transwings;;TSW;SWISSTRANS;Switzerland
TrasBrasil;TB;TBZ;;Brazil
TRAST;;TST;TRAST;Kazakhstan
Trast Aero;;TSK;TOMSK-AVIA;Kyrgyzstan
Trast Aero;S5;TSJ;TRAST AERO;Kyrgyzstan
Travel Express Aviation Services;;XAR;TRAVEL EXPRESS;Indonesia
Travel International Air Charters;;TIC;TRAVEL INTERNATIONAL;Zambia
Travel Service;QS;TVS;SKYTRAVEL;Czech Republic
Travel Service;;TVL;TRAVEL SERVICE;Hungary
Travelair;;TAX;TRAVELAIR;Germany
Travelair;;TLV;PAJAROS;Uruguay
Travelsky Technology;1E;;;China
Trener Ltd;;TNX;TRAINER;Hungary
Triangle Airline (Uganda);;TRU;TRI AIR;Uganda
Trigana Air Service;;TGN;TRIGANA;Indonesia
Tri-MG Intra Asia Airlines;GY;TMG;TRILINES;Indonesia
Trinity Air Bahamas;;TBH;;Bahamas
TRIP Linhas A;8R;TIB;TRIP;Brazil
Triple Alpha;;CLU;CAROLUS;Germany
Triple O Aviation;;TTP;MIGHTY WING;Nigeria
Tristar Air;;TSY;TRIPLE STAR;Egypt
Tristar Airlines;;TRY;TRISTAR AIR;United States
Tri-State Aero;;TSS;TRI-STATE;United States
Triton Airlines;;DRC;TRITON AIR;Canada
Tropair Airservices;;TSV;TROPIC;United Kingdom
Tropic Air;PM;TOS;TROPISER;Belize
Tropic Airlines-Air Molokai;;TRO;MOLOKAI;United States
Tropical Airways;M7;TBG;;Haiti
Tropical International Airways;;TKX;TROPEXPRESS;Saint Kitts and Nevis
TROPICAL LINHAS AEREAS;T1;TP3;;Brazil
Tropican Air Services;;TCA;TROPICANA;Egypt
Trygg-Flyg;;TYG;TRYGG;Sweden
TSSKB-Progress;;PSS;PROGRESS;Russia
TTA - Sociedade de Transporte e Trabalho Aereo;;TTA;KANIMANBO;Mozambique
Tubelair;;TBR;TUBELAIR;Tunisia
TUI Airlines Belgium;TB;TUB;BEAUTY;Belgium
TUIfly;X3;HLX;YELLOW CAB;Germany
TUIfly (X3);11;\N;;Germany
TUIfly Nordic;6B;BLX;BLUESCAN;Sweden
Tulip Air;TD;TLP;TULIPAIR;Netherland
Tulpar Air;;TUL;URSAL;Russia
Tulpar Air Service;;TUX;TULPA;Kazakhstan
Tuna Aero;;TUZ;TUNA;Sweden
Tuninter;UG;TUI;;Tunisia
Tunisair;TU;TAR;TUNAIR;Tunisia
Tunisavia;;TAJ;TUNISAVIA;Tunisia
TUR Avrupa Hava YollarÄ±;YI;\N;TurAvrupa;Turkey
Turan Air;3T;URN;TURAN;Azerbaijan
Turbine Air Cargo UK;;TBC;;United Kingdom
Turbot Air Cargo;;TAC;TURBOT;Senegal
Turdus Airways;;TRQ;HUNTER;Netherland
Turismo Aereo de Chile;;TUC;TURICHILE;Chile
Turk Hava Kurumu Hava Taksi Isletmesi;;THK;HUR KUS;Turkey
Turkish Air Force;;HVK;TURKISH AIRFORCE;Turkey
Turkish Airlines;TK;THY;TURKAIR;Turkey
Turkish Wings Domestic;;TWD;TWD;Turkey
Turkmenistan Airlines;T5;TUA;TURKMENISTAN;Turkmenistan
Turkuaz Airlines;;TRK;TURKU;Turkey
